id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R7,2.2,2.00812,0.0632976,0.0418667,0.000962635,SIL,HF
20-06-24_R7,2.32,2.98308,0.0940286,0.0549667,0.000527889,SIL,HF
20-06-24_R7,2.44,1.35318,0.0311934,0.0296833,0.00357235,SIL,HF
20-06-24_R7,2.56,1.60825,0.0370734,0.0253,0.000672309,SIL,HF
20-06-24_R7,2.68,0.675959,0.0856155,0.0150833,0.0012875,SIL,HF
20-06-24_R7,2.8,2.08642,0.125687,0.02995,0.00108213,SIL,HF
20-06-24_R7,2.2,2.29637,0.0529359,0.0471667,0.000492612,SIL,HF
20-06-24_R7,2.32,2.95776,0.178178,0.0549333,0.00271637,SIL,HF
20-06-24_R7,2.44,1.53592,0.109362,0.02925,0.00248576,SIL,HF
20-06-24_R7,2.56,1.47542,0.0442713,0.0237833,0.000960035,SIL,HF
20-06-24_R7,2.68,0.698877,0.0421008,0.0152333,0.000744759,SIL,HF
20-06-24_R7,2.8,1.98763,0.0933651,0.0297,0.000657267,SIL,HF
20-06-24_R7,2.2,2.20993,0.0529359,0.0466,0.000389872,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0552833,0.00125286,SIL,HF
20-06-24_R7,2.44,1.3794,0.0330416,0.03165,0.00340279,SIL,HF
20-06-24_R7,2.56,1.51829,0.0349995,0.0235167,0.00106286,SIL,HF
20-06-24_R7,2.68,0.684577,0.0,0.0153833,0.000256255,SIL,HF
20-06-24_R7,2.8,1.96751,0.0590361,0.0302667,0.000417931,SIL,HF
20-06-24_R7,2.2,2.25315,0.071021,0.0464167,0.00112324,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0556833,0.000292689,SIL,HF
20-06-24_R7,2.44,1.36667,0.04977,0.0318667,0.00369251,SIL,HF
20-06-24_R7,2.56,1.53258,0.0,0.0241833,0.000116905,SIL,HF
20-06-24_R7,2.68,0.678195,0.0156337,0.0154833,0.000667583,SIL,HF
20-06-24_R7,2.8,1.98769,0.0980881,0.02945,0.00109499,SIL,HF
20-06-24_R7,2.2,2.25315,0.071021,0.0461167,0.00132577,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0558333,0.000588784,SIL,HF
20-06-24_R7,2.44,1.3794,0.0330416,0.0323667,0.00304412,SIL,HF
20-06-24_R7,2.56,1.53258,0.0,0.0239667,0.000581951,SIL,HF
20-06-24_R7,2.68,0.684577,0.0,0.01555,0.000273861,SIL,HF
20-06-24_R7,2.8,2.00675,0.0955718,0.0300667,0.000546504,SIL,HF
20-06-24_R7,2.2,2.25315,0.071021,0.0469333,0.000467618,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0546667,0.00195619,SIL,HF
20-06-24_R7,2.44,1.39289,0.0417947,0.03085,0.00448185,SIL,HF
20-06-24_R7,2.56,1.53258,0.0,0.0238833,0.000932559,SIL,HF
20-06-24_R7,2.68,0.684955,0.0249441,0.0155167,0.000194079,SIL,HF
20-06-24_R7,2.8,2.00675,0.0955718,0.0296833,0.000738693,SIL,HF
20-06-24_R7,2.2,2.27476,0.0669592,0.0466,0.000723878,SIL,HF
20-06-24_R7,2.32,3.0403,0.0700848,0.05585,0.000344964,SIL,HF
20-06-24_R7,2.44,1.3794,0.0330416,0.0321333,0.00431215,SIL,HF
20-06-24_R7,2.56,1.53258,0.0,0.02385,0.00100946,SIL,HF
20-06-24_R7,2.68,0.671812,0.0197752,0.01535,0.000602495,SIL,HF
20-06-24_R7,2.8,2.04485,0.0744675,0.0296333,0.000711805,SIL,HF
20-06-24_R7,2.2,2.25315,0.071021,0.04705,0.000258844,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0558667,0.000454606,SIL,HF
20-06-24_R7,2.44,1.40638,0.0443299,0.0330167,0.00372527,SIL,HF
20-06-24_R7,2.56,1.53258,0.0,0.0241333,0.000225093,SIL,HF
20-06-24_R7,2.68,0.684577,0.0,0.0154667,0.000454606,SIL,HF
20-06-24_R7,2.8,2.00562,0.0590361,0.0294667,0.00101325,SIL,HF
20-06-24_R7,2.2,2.25315,0.071021,0.0468667,0.00036697,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0555667,0.00106333,SIL,HF
20-06-24_R7,2.44,1.42307,0.114571,0.0316833,0.00409557,SIL,HF
20-06-24_R7,2.56,1.47622,0.0684428,0.0235167,0.00122052,SIL,HF
20-06-24_R7,2.68,0.678195,0.0156337,0.01535,0.000641093,SIL,HF
20-06-24_R7,2.8,2.00562,0.0590361,0.0298167,0.00030605,SIL,HF
20-06-24_R7,2.2,2.25315,0.071021,0.0465167,0.000915241,SIL,HF
20-06-24_R7,2.32,3.06892,0.0,0.0547,0.00172743,SIL,HF
20-06-24_R7,2.44,1.40638,0.0443299,0.0318167,0.00512617,SIL,HF
20-06-24_R7,2.56,1.53258,0.0,0.0242333,0.000458984,SIL,HF
20-06-24_R7,2.68,0.654728,0.056471,0.0147333,0.00124847,SIL,HF
20-06-24_R7,2.8,2.00562,0.0590361,0.0300333,0.000355903,SIL,HF
